player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"cito",ug0-CrzeER,2025-01-12T04:20:47.400Z,,4000,,4463,463
"Failedpro",kBka-EGRbK,2025-01-12T03:27:18.625Z,2025-01-12T04:01:12.121Z,1000,1061,0,61
"Failedpro",kBka-EGRbK,2025-01-12T03:24:32.036Z,2025-01-12T03:25:40.482Z,1000,0,0,-1000
"Rosstafarian",AcRKLUvz8e,2025-01-12T03:16:11.816Z,2025-01-12T04:02:19.022Z,1500,1810,0,310
"cito",ug0-CrzeER,2025-01-12T03:09:44.887Z,2025-01-12T04:19:28.220Z,2000,0,0,-2000
"Rosstafarian",AcRKLUvz8e,2025-01-12T03:04:16.349Z,2025-01-12T03:15:39.684Z,1500,0,0,-1500
"Failedpro",kBka-EGRbK,2025-01-12T03:02:53.600Z,2025-01-12T03:24:03.905Z,2000,0,0,-2000
"Koong",VhiwqXmiMN,2025-01-12T02:57:56.340Z,,2000,,2701,701
"Chun",1CSHTPg0HB,2025-01-12T02:43:41.819Z,,4000,,7855,3855
"Chun",1CSHTPg0HB,2025-01-12T02:38:50.445Z,2025-01-12T02:43:09.222Z,2000,0,0,-2000
"cito",ug0-CrzeER,2025-01-12T02:38:50.458Z,2025-01-12T03:08:03.097Z,2000,0,0,-2000
"Oliver",T2UfRUVgvz,2025-01-12T02:38:50.455Z,,1000,,1493,493
"Chong",W6Lrxfr8qQ,2025-01-12T02:38:50.448Z,,2000,,6617,4617
