player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"ODgoofyahhh",kBka-EGRbK,2024-01-31T02:41:29.118Z,2024-01-31T02:51:17.180Z,1000,0,0,-1000
"Chong",Z9Ptp2nZKV,2024-01-31T02:19:45.029Z,,5000,,4709,-291
"cito",ug0-CrzeER,2024-01-31T02:16:36.659Z,,1000,,3115,2115
"cito",ug0-CrzeER,2024-01-31T02:02:04.981Z,2024-01-31T02:15:57.084Z,1000,0,0,-1000
"Chong",Z9Ptp2nZKV,2024-01-31T01:39:13.341Z,2024-01-31T02:18:28.683Z,4000,0,0,-4000
"noah",zdVhbI3D5i,2024-01-31T01:31:55.072Z,2024-01-31T01:45:16.268Z,2000,0,0,-2000
"Muuu",wz04g67XLY,2024-01-31T01:31:15.462Z,,2000,,9202,7202
"ODgoofyahhh",NYWmbeAr2J,2024-01-31T01:26:25.156Z,2024-01-31T01:48:36.297Z,1000,1985,0,985
"noah",zdVhbI3D5i,2024-01-31T01:26:25.154Z,2024-01-31T01:31:15.459Z,1000,0,0,-1000
"Chong",Z9Ptp2nZKV,2024-01-31T01:24:25.946Z,2024-01-31T01:37:27.831Z,1000,0,0,-1000
"cito",ug0-CrzeER,2024-01-31T01:24:25.956Z,2024-01-31T01:47:58.047Z,1000,0,0,-1000
"Chun",0VbLMY-zko,2024-01-31T01:24:25.950Z,,1000,,1989,989
