player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"Oliver",T2UfRUVgvz,2025-04-28T03:41:29.911Z,2025-04-28T04:02:01.913Z,2000,0,0,-2000
"Bader",6bIEpRn80K,2025-04-28T03:39:52.559Z,2025-04-28T04:13:30.854Z,4000,0,0,-4000
"Bader",6bIEpRn80K,2025-04-28T03:13:14.841Z,2025-04-28T03:38:34.546Z,4000,0,0,-4000
"toby",kO4afA9SVI,2025-04-28T03:03:40.260Z,2025-04-28T04:31:59.718Z,2000,0,0,-2000
"lukas",mCofSnAxsK,2025-04-28T02:56:14.434Z,2025-04-28T03:40:50.756Z,2000,0,0,-2000
"Koong",0BSDWxtWT1,2025-04-28T02:53:07.180Z,2025-04-28T04:22:30.777Z,2000,14241,0,12241
"lukas",mCofSnAxsK,2025-04-28T02:50:26.073Z,2025-04-28T02:54:16.236Z,2000,0,0,-2000
"Chun",LY3FD-1C_m,2025-04-28T02:47:05.326Z,,3000,,7263,4263
"Noah",_Aiasvll8Z,2025-04-28T02:31:01.843Z,,2000,,7887,5887
"Koong",0BSDWxtWT1,2025-04-28T02:27:25.182Z,2025-04-28T02:52:42.746Z,2000,0,0,-2000
"Chun",LY3FD-1C_m,2025-04-28T02:23:39.626Z,2025-04-28T02:46:04.974Z,2000,0,0,-2000
"lukas",mCofSnAxsK,2025-04-28T02:23:39.623Z,2025-04-28T02:48:59.306Z,2000,0,0,-2000
"Bader",6bIEpRn80K,2025-04-28T02:11:12.315Z,2025-04-28T03:12:30.265Z,2000,0,0,-2000
"toby",kO4afA9SVI,2025-04-28T02:11:12.317Z,2025-04-28T03:02:45.916Z,2000,0,0,-2000
"Chong",1yVJEN-_rr,2025-04-28T02:11:12.313Z,,2000,,2084,84
"cito",ug0-CrzeER,2025-04-28T02:11:12.309Z,,2950,,6475,3525
