player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"noah",zdVhbI3D5i,2024-02-09T17:37:20.961Z,,4000,,2635,-1365
"Chun",S4_sGjbk5z,2024-02-09T17:22:04.859Z,,8000,,9590,1590
"Tim",fXUJmq6Miv,2024-02-09T17:18:46.967Z,2024-02-09T17:41:30.063Z,2000,0,0,-2000
"cito",ug0-CrzeER,2024-02-09T17:15:55.042Z,,3000,,6485,3485
"Chun",S4_sGjbk5z,2024-02-09T16:56:20.367Z,2024-02-09T17:20:50.184Z,4000,0,0,-4000
"ODgoofyahhh",NYWmbeAr2J,2024-02-09T16:54:56.722Z,,2000,,1025,-975
"cito",ug0-CrzeER,2024-02-09T16:52:44.351Z,2024-02-09T17:15:01.063Z,2000,0,0,-2000
"ODgoofyahhh",NYWmbeAr2J,2024-02-09T16:47:57.417Z,2024-02-09T16:53:41.765Z,1000,0,0,-1000
"Koong",vZC0Qerp5j,2024-02-09T16:47:04.738Z,,1000,,8092,7092
"Chong",-HxDqwL99V,2024-02-09T16:47:04.747Z,,1000,,2173,1173
"Chun",S4_sGjbk5z,2024-02-09T16:47:04.740Z,2024-02-09T16:55:37.183Z,1000,0,0,-1000
"cito",ug0-CrzeER,2024-02-09T16:47:04.733Z,2024-02-09T16:51:21.997Z,1000,0,0,-1000
