player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"GB",6bIEpRn80K,2025-04-03T14:52:18.441Z,,1000,,4509,3509
"Toby",kO4afA9SVI,2025-04-03T14:45:50.213Z,,3000,,1584,-1416
"Toby",c4bjOQv-T9,2025-04-03T14:12:53.991Z,2025-04-03T14:16:02.304Z,2000,0,0,-2000
"GB",6bIEpRn80K,2025-04-03T13:50:36.787Z,2025-04-03T14:12:05.401Z,2000,0,0,-2000
"GB",6bIEpRn80K,2025-04-03T13:29:10.496Z,2025-04-03T13:48:45.391Z,2000,0,0,-2000
"Oliver",NQx8nG5NzV,2025-04-03T13:29:10.493Z,,2000,,1126,-874
"Chong",FmyA84FZhZ,2025-04-03T13:20:20.488Z,,2000,,4681,2681
"Toby",c4bjOQv-T9,2025-04-03T13:19:30.891Z,2025-04-03T14:12:05.396Z,2000,0,0,-2000
"lukas",mCofSnAxsK,2025-04-03T13:19:30.905Z,2025-04-03T14:16:02.309Z,2000,6144,0,4144
"GB",6bIEpRn80K,2025-04-03T13:19:30.894Z,2025-04-03T13:27:57.987Z,2000,0,0,-2000
"Noah",nlP6EBCW7U,2025-04-03T13:19:30.901Z,,2000,,5163,3163
"cito",ug0-CrzeER,2025-04-03T13:19:30.897Z,,2000,,793,-1207
