player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"Koong",HWXtWZjbQM,2024-03-12T01:20:52.221Z,2024-03-12T01:28:05.279Z,3000,0,0,-3000
"Koong",HWXtWZjbQM,2024-03-12T01:18:09.961Z,2024-03-12T01:20:41.103Z,2000,0,0,-2000
"Koong",HWXtWZjbQM,2024-03-12T01:14:01.600Z,2024-03-12T01:18:02.472Z,1000,0,0,-1000
"noah",zdVhbI3D5i,2024-03-12T00:23:29.331Z,2024-03-12T00:32:32.373Z,1000,0,0,-1000
"ODgoofyahhh",kBka-EGRbK,2024-03-11T23:51:59.511Z,2024-03-12T00:15:13.491Z,1000,0,0,-1000
"ODgoofyahhh",kBka-EGRbK,2024-03-11T23:49:51.038Z,2024-03-11T23:50:53.437Z,1000,0,0,-1000
"noah",zdVhbI3D5i,2024-03-11T23:49:22.701Z,2024-03-12T00:22:28.473Z,2000,0,0,-2000
"Muh",wz04g67XLY,2024-03-11T23:49:22.699Z,,2000,,5799,3799
"Chong",jIZxScnziY,2024-03-11T23:47:20.509Z,,1000,,5739,4739
"Chun",71fYCRe9J3,2024-03-11T23:45:29.473Z,2024-03-12T00:12:54.557Z,4000,0,0,-4000
"Koong",HWXtWZjbQM,2024-03-11T23:44:49.444Z,2024-03-12T01:13:51.142Z,1000,0,0,-1000
"Tim",fXUJmq6Miv,2024-03-11T23:42:33.079Z,2024-03-12T00:23:29.327Z,1000,2370,0,1370
"cito",ug0-CrzeER,2024-03-11T23:42:33.074Z,,3000,,11092,8092
"ODgoofyahhh",kBka-EGRbK,2024-03-11T23:42:33.076Z,2024-03-11T23:49:22.696Z,1000,0,0,-1000
"Chun",71fYCRe9J3,2024-03-11T23:42:33.078Z,2024-03-11T23:44:49.440Z,1000,0,0,-1000
