player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"Tim",fXUJmq6Miv,2024-02-27T20:26:39.551Z,,2000,,1825,-175
"ODgoofyahhh",NYWmbeAr2J,2024-02-27T20:21:48.525Z,2024-02-27T20:36:37.894Z,1000,0,0,-1000
"Tim",fXUJmq6Miv,2024-02-27T20:22:41.325Z,2024-02-27T20:24:51.924Z,1000,0,0,-1000
"Chun",71fYCRe9J3,2024-02-27T20:16:19.955Z,,3000,,2635,-365
"ODgoofyahhh",NYWmbeAr2J,2024-02-27T20:15:51.480Z,2024-02-27T20:21:00.308Z,1000,0,0,-1000
"Tim",fXUJmq6Miv,2024-02-27T20:14:50.650Z,2024-02-27T20:21:00.304Z,1000,0,0,-1000
"ODgoofyahhh",NYWmbeAr2J,2024-02-27T20:12:47.813Z,2024-02-27T20:14:50.641Z,1000,0,0,-1000
"Koong",By7A7TpSRe,2024-02-27T20:06:21.168Z,2024-02-27T20:53:49.176Z,2000,2882,0,882
"ODgoofyahhh",NYWmbeAr2J,2024-02-27T20:06:21.170Z,2024-02-27T20:12:21.212Z,1000,0,0,-1000
"Chong",Z9Ptp2nZKV,2024-02-27T20:06:21.165Z,,1000,,6658,5658
