player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"ODgoofyahhh",NYWmbeAr2J,2024-02-15T22:02:39.916Z,2024-02-15T22:12:32.812Z,1000,0,0,-1000
"Koong",nblnIl2aUq,2024-02-15T21:28:26.450Z,2024-02-15T22:09:38.410Z,2000,0,0,-2000
"tim",5-UpQ-JlBO,2024-02-15T21:07:48.746Z,2024-02-15T21:14:51.045Z,500,0,0,-500
"ODgoofyahhh",NYWmbeAr2J,2024-02-15T21:04:39.572Z,2024-02-15T21:09:12.492Z,1000,0,0,-1000
"Koong",nblnIl2aUq,2024-02-15T20:58:20.470Z,2024-02-15T21:28:03.441Z,2000,0,0,-2000
"ODgoofyahhh",NYWmbeAr2J,2024-02-15T20:25:27.953Z,2024-02-15T21:03:49.176Z,2000,0,0,-2000
"ODgoofyahhh",NYWmbeAr2J,2024-02-15T20:18:55.788Z,2024-02-15T20:24:21.147Z,1000,0,0,-1000
"Chong",-HxDqwL99V,2024-02-15T20:18:00.244Z,,2000,,5623,3623
"Chun",w49V-F4m7A,2024-02-15T20:18:00.238Z,,2000,,11711,9711
"Chong",-HxDqwL99V,2024-02-15T20:08:49.116Z,2024-02-15T20:17:19.899Z,1000,0,0,-1000
"ODgoofyahhh",NYWmbeAr2J,2024-02-15T20:08:49.118Z,2024-02-15T20:18:00.232Z,1000,0,0,-1000
"Chun",w49V-F4m7A,2024-02-15T20:08:49.114Z,2024-02-15T20:17:19.895Z,1000,0,0,-1000
"Koong",nblnIl2aUq,2024-02-15T20:08:49.112Z,2024-02-15T20:56:55.715Z,1000,0,0,-1000
"cito",ug0-CrzeER,2024-02-15T20:08:49.109Z,,4000,,4166,166
