player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"GB",3XQHJi2pqU,2025-04-11T04:36:34.565Z,2025-04-11T04:55:21.440Z,2000,0,0,-2000
"GB",3XQHJi2pqU,2025-04-11T04:13:42.650Z,2025-04-11T04:35:02.694Z,2000,0,0,-2000
"GB",3XQHJi2pqU,2025-04-11T03:52:22.755Z,2025-04-11T04:13:10.151Z,2000,0,0,-2000
"koong",60k6z-ZEqR,2025-04-11T03:44:09.057Z,2025-04-11T04:11:27.370Z,6522,10151,0,3629
"Oliver",T2UfRUVgvz,2025-04-11T03:28:00.229Z,2025-04-11T03:51:50.087Z,2000,0,0,-2000
"GB",3XQHJi2pqU,2025-04-11T03:14:19.015Z,2025-04-11T03:51:02.473Z,2000,0,0,-2000
"GB",3XQHJi2pqU,2025-04-11T02:21:27.989Z,2025-04-11T03:13:17.889Z,2000,0,0,-2000
"lukas",mCofSnAxsK,2025-04-11T02:18:43.443Z,,2000,,6854,4854
"ODgoofyahhh",kBka-EGRbK,2025-04-11T02:11:46.603Z,2025-04-11T02:44:11.542Z,1000,0,0,-1000
"GB",3XQHJi2pqU,2025-04-11T02:01:06.637Z,2025-04-11T02:20:30.318Z,2000,0,0,-2000
"Noah",_Aiasvll8Z,2025-04-11T01:54:57.271Z,,3000,,6464,3464
"toby",kO4afA9SVI,2025-04-11T01:49:51.736Z,2025-04-11T02:05:33.499Z,2000,0,0,-2000
"toby",kO4afA9SVI,2025-04-11T01:43:06.416Z,2025-04-11T01:46:37.560Z,105,0,0,-105
"Chun",UP9TEDJGaK,2025-04-11T01:36:07.292Z,,3600,,5514,1914
"lukas",mCofSnAxsK,2025-04-11T00:35:53.043Z,2025-04-11T02:16:06.514Z,2000,0,0,-2000
"GB",3XQHJi2pqU,2025-04-11T00:35:18.031Z,2025-04-11T01:59:17.051Z,2000,0,0,-2000
"toby",c4bjOQv-T9,2025-04-10T21:34:24.582Z,2025-04-11T01:54:07.854Z,2000,105,0,-1895
"ODgoofyahhh",kBka-EGRbK,2025-04-10T21:34:24.579Z,2025-04-11T02:09:22.995Z,1000,0,0,-1000
"Chun",C5Z91pUXdF,2025-04-10T21:32:16.693Z,2025-04-11T01:35:24.108Z,2000,3600,0,1600
"lukas",mCofSnAxsK,2025-04-10T21:32:00.301Z,2025-04-11T00:34:47.866Z,2000,0,0,-2000
"koong",DQ14cIltiC,2025-04-10T21:32:00.287Z,2025-04-11T03:44:09.050Z,4169,6522,0,2353
"lukas",mCofSnAxsK,2025-04-10T19:38:03.753Z,2025-04-10T19:41:29.619Z,2000,0,0,-2000
"ODgoofyahhh",kBka-EGRbK,2025-04-10T19:22:59.650Z,2025-04-10T19:35:53.871Z,1000,0,0,-1000
"ODgoofyahhh",kBka-EGRbK,2025-04-10T19:15:26.223Z,2025-04-10T19:21:52.667Z,1000,0,0,-1000
"koong",PA7fWCtoPw,2025-04-10T19:13:26.049Z,2025-04-10T21:32:16.682Z,1000,4169,0,3169
"Oliver",T2UfRUVgvz,2025-04-10T19:11:09.401Z,2025-04-11T01:54:07.844Z,2000,540,0,-1460
"cito",ug0-CrzeER,2025-04-10T19:11:09.398Z,,2000,,8209,6209
"GB",3XQHJi2pqU,2025-04-10T19:11:09.406Z,2025-04-11T00:33:32.030Z,2000,0,0,-2000
"lukas",mCofSnAxsK,2025-04-10T19:11:09.384Z,2025-04-10T19:36:54.184Z,2000,0,0,-2000
"ODgoofyahhh",kBka-EGRbK,2025-04-10T19:11:09.376Z,2025-04-10T19:13:26.035Z,1000,0,0,-1000
"Chong",FmyA84FZhZ,2025-04-10T19:11:09.408Z,,2000,,11268,9268
