player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"cito",ug0-CrzeER,2024-02-07T19:11:21.473Z,,2000,,1933,-67
"Rosstafarian",VkxrnlN8ED,2024-02-07T19:10:38.873Z,2024-02-07T19:20:38.245Z,1000,0,0,-1000
"noah",zdVhbI3D5i,2024-02-07T19:00:04.971Z,,2500,,3466,966
"Chong",RLYElFBmTM,2024-02-07T19:00:04.968Z,,2500,,2601,101
