player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"lukas",mCofSnAxsK,2025-04-15T03:46:45.321Z,,2000,,2395,395
"Koong",lfkC-rm3yK,2025-04-15T03:45:18.106Z,,2000,,2025,25
"toby",kO4afA9SVI,2025-04-15T03:41:48.983Z,,2000,,2475,475
"Chong",FmyA84FZhZ,2025-04-15T03:21:43.654Z,,2000,,1944,-56
"Chun",-6-yYmPWx-,2025-04-15T02:55:02.175Z,,2000,,1214,-786
"Ross",AcRKLUvz8e,2025-04-15T02:55:02.182Z,2025-04-15T03:20:37.854Z,1000,808,0,-192
"Noah",_Aiasvll8Z,2025-04-15T02:55:02.188Z,,2000,,1042,-958
"GB",L2DhySaT9S,2025-04-15T02:55:02.196Z,,2000,,5097,3097
"lukas",mCofSnAxsK,2025-04-15T02:55:02.163Z,2025-04-15T03:36:20.020Z,2000,0,0,-2000
