player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"Chong",yFcV6-cw0Y,2024-03-07T03:47:48.964Z,,2000,,2375,375
"Koong",PXif8DzS36,2024-03-07T03:40:36.510Z,2024-03-07T04:12:28.968Z,1000,0,0,-1000
"Koong",PXif8DzS36,2024-03-07T03:37:29.026Z,2024-03-07T03:38:40.968Z,1000,0,0,-1000
"Muh",wz04g67XLY,2024-03-07T03:33:25.266Z,2024-03-07T04:06:58.680Z,1000,0,0,-1000
"Koong",PXif8DzS36,2024-03-07T03:27:17.762Z,2024-03-07T03:36:33.479Z,1000,0,0,-1000
"noah",zdVhbI3D5i,2024-03-07T03:25:16.869Z,2024-03-07T03:45:46.650Z,2000,3396,0,1396
"cito",ug0-CrzeER,2024-03-07T03:26:14.725Z,,2000,,7439,5439
"Chun",71fYCRe9J3,2024-03-07T03:19:45.461Z,,4160,,3242,-918
"Chong",yFcV6-cw0Y,2024-03-07T03:19:12.073Z,2024-03-07T03:47:07.380Z,1000,0,0,-1000
"Muh",wz04g67XLY,2024-03-07T03:08:05.410Z,2024-03-07T03:32:01.795Z,2000,0,0,-2000
"Chun",71fYCRe9J3,2024-03-07T03:07:26.451Z,2024-03-07T03:19:12.069Z,1000,0,0,-1000
"Koong",PXif8DzS36,2024-03-07T03:07:26.448Z,2024-03-07T03:26:14.718Z,2000,0,0,-2000
"ODgoofyahhh",NYWmbeAr2J,2024-03-07T03:07:26.456Z,2024-03-07T03:50:11.159Z,1000,5708,0,4708
"cito",ug0-CrzeER,2024-03-07T03:07:26.446Z,2024-03-07T03:24:17.055Z,1000,0,0,-1000
